Team,Year,Role,Name
Baltimore Ravens,2024,Quarterbacks,Tee Martin
Baltimore Ravens,2024,Director of football strategy/assistant quarterbacks,Daniel Stern
Baltimore Ravens,2024,Running backs,Willie Taggart
Baltimore Ravens,2024,Wide receivers,Greg Lewis
Baltimore Ravens,2024,Tight ends,George Godsey
Baltimore Ravens,2024,Offensive line,George Warhop
Baltimore Ravens,2024,Assistant offensive line,Travelle Wharton
Baltimore Ravens,2024,Run game coordinator,Travis Switzer
Baltimore Ravens,2024,Offensive assistant,Danny Breyer
Baltimore Ravens,2024,Offensive quality control,Adam Schrack
Baltimore Ravens,2024,Offensive football analyst,Prentice Gill
Baltimore Ravens,2024,Defensive coordinator,Zachary Orr
Baltimore Ravens,2024,Senior advisor,Dean Pees
Baltimore Ravens,2024,Defensive line,Dennis Johnson
Baltimore Ravens,2024,Assistant defensive line/outside linebackers,Matt Robinson
Baltimore Ravens,2024,Inside linebackers,Mark DeLeone
Baltimore Ravens,2024,Secondary,Doug Mallory
Baltimore Ravens,2024,Pass rush coach,Chuck Smith
Baltimore Ravens,2024,Assistant to the head coach/defensive assistant,Megan Rosburg
Baltimore Ravens,2024,Defensive quality control,Brendan Clark
Baltimore Ravens,2024,Defensive football analyst,Noah Riley
Baltimore Ravens,2024,Special teams coordinator,Chris Horton
Baltimore Ravens,2024,Senior special teams,Randy Brown
Baltimore Ravens,2024,Assistant special teams,Sam Koch
Baltimore Ravens,2024,Director of high performance,Sam Rosengarten
Baltimore Ravens,2024,Strength and conditioning coordinator,Scott Elliott
Baltimore Ravens,2024,Assistant strength and conditioning,Kaelyn Buskey
Baltimore Ravens,2024,Strength and conditioning intern,Kevin Hartman
Baltimore Ravens,2024,Strength and conditioning,Ron Shrift
Baltimore Ravens,2024,Strength and conditioning,Anthony Watson
Baltimore Ravens,2025,Owner,Steve Bisciotti
Baltimore Ravens,2025,President,Sashi Brown
Baltimore Ravens,2025,Executive vice president/general manager,Eric DeCosta
Baltimore Ravens,2025,Executive vice president,Ozzie Newsome
Baltimore Ravens,2025,Vice president of player personnel,George Kokinis
Baltimore Ravens,2025,Director of player personnel,Mark Azevedo
Baltimore Ravens,2025,Director of college scouting,Andrew Raphael
Baltimore Ravens,2025,Assistant director of college scouting,Joey Cleary
Baltimore Ravens,2025,Assistant director of pro personnel,Corey Frazier
Baltimore Ravens,2025,Vice president of football administration,Nick Matteo
Baltimore Ravens,2025,Senior personnel executive,Bobby Vega
Baltimore Ravens,2025,Vice president of research and development,David McDonald
Baltimore Ravens,2025,Director of learning and development,Steve Clagett
Baltimore Ravens,2025,Director of data and decision science,Derrick Yam
Baltimore Ravens,2025,Director of football systems,James Oncea
Baltimore Ravens,2025,Consultant,Pat Moriarty
Baltimore Ravens,2025,Assistant director of Coaching research,Ben Davis
Baltimore Ravens,2025,Senior director of football information,Megan McLaughlin
Baltimore Ravens,2025,Head coach,John Harbaugh
Baltimore Ravens,2025,Assistant head coach/running backs,Willie Taggart
Baltimore Ravens,2025,Offensive coordinator,Todd Monken
Baltimore Ravens,2025,Quarterbacks,Tee Martin
Baltimore Ravens,2025,Director of football strategy/assistant quarterbacks,Daniel Stern
Baltimore Ravens,2025,Wide receivers,Greg Lewis
Baltimore Ravens,2025,Tight ends,George Godsey
Baltimore Ravens,2025,Offensive line,George Warhop
Baltimore Ravens,2025,Assistant offensive line,Travelle Wharton
Baltimore Ravens,2025,Run game coordinator,Travis Switzer
Baltimore Ravens,2025,Offensive assistant,Danny Breyer
Baltimore Ravens,2025,Offensive quality control,Adam Schrack
Baltimore Ravens,2025,Defensive coordinator,Zachary Orr
Baltimore Ravens,2025,Defensive line,Dennis Johnson
Baltimore Ravens,2025,Inside linebackers,Tyler Santucci
Baltimore Ravens,2025,Outside linebackers,Matt Robinson
Baltimore Ravens,2025,Assistant linebackers,Matt Pees
Baltimore Ravens,2025,Defensive backs,Donald D'Alesio
Baltimore Ravens,2025,Senior defensive assistant/secondary,Chuck Pagano
Baltimore Ravens,2025,Pass rush coach,Chuck Smith
Baltimore Ravens,2025,Defensive quality control,Brendan Clark
Baltimore Ravens,2025,Assistant to the head coach/defensive assistant,Megan Rosburg
Baltimore Ravens,2025,Special Teams coordinator,Chris Horton
Baltimore Ravens,2025,Senior special teams,Randy Brown
Baltimore Ravens,2025,Assistant special teams,Anthony Levine Sr.
Baltimore Ravens,2025,Baltimore Ravens coaching fellowship,DP Eyman
Baltimore Ravens,2025,Baltimore Ravens coaching fellowship,Prentice Gill
Baltimore Ravens,2025,Baltimore Ravens coaching fellowship,Ian Kolste
Baltimore Ravens,2025,Strength and conditioning coordinator,Scott Elliott
Baltimore Ravens,2025,Assistant strength and conditioning,Kaelyn Buskey
Baltimore Ravens,2025,Assistant strength and conditioning,Kevin Hartman
Baltimore Ravens,2025,Strength and conditioning,Ron Shrift
Baltimore Ravens,2025,Strength and conditioning,Anthony Watson
Baltimore Ravens,2025,Applied sports science,Connor Gorny
Baltimore Ravens,2025,Director of high performance,Sam Rosengarten
Buffalo Bills,2009,Owner/founder/president,Ralph Wilson
Buffalo Bills,2009,Head coach,Dick Jauron
Buffalo Bills,2009,Assistant head coach/special teams  coordinator,Bobby April
Buffalo Bills,2009,Assistant to the head coach/special projects,Chuck Lester
Buffalo Bills,2009,Offensive coordinator/quarterbacks,Alex Van Pelt
Buffalo Bills,2009,Running game coordinator/running backs,Eric Studesville
Buffalo Bills,2009,Wide receivers,Tyke Tolbert
Buffalo Bills,2009,Tight ends,Charlie Coiner
Buffalo Bills,2009,Offensive line,Sean Kugler
Buffalo Bills,2009,Assistant offensive line,Ray Brown
Buffalo Bills,2009,Offensive quality control,Nathaniel Hackett
Buffalo Bills,2009,Interim head coach/defensive coordinator,Perry Fewell
Buffalo Bills,2009,Defensive line,Bob Sanders
Buffalo Bills,2009,Linebackers,Matt Sheldon
Buffalo Bills,2009,Defensive backs,George Catavolos
Buffalo Bills,2009,Defensive/special teams assistant,Cannon Matthews
Buffalo Bills,2009,Defensive quality control,Adrian White
Buffalo Bills,2009,Pass rush consultant,Joe Kim
Buffalo Bills,2009,Special teams assistant/assistant linebackers,DeMontie Cross
Buffalo Bills,2009,Head strength and conditioning,John Allairie
Buffalo Bills,2009,Strength and conditioning assistant,Dan Liburd
Buffalo Bills,2008,Owner/CEO/president,Ralph Wilson
Buffalo Bills,2008,Head coach,Dick Jauron
Buffalo Bills,2008,Assistant head coach/special teams coordinator,Bobby April
Buffalo Bills,2008,Assistant to the head coach/special projects,Chuck Lester
Buffalo Bills,2008,Offensive coordinator,Turk Schonert
Buffalo Bills,2008,Quarterbacks,Alex Van Pelt
Buffalo Bills,2008,Running game coordinator/running backs,Eric Studesville
Buffalo Bills,2008,Wide receivers,Tyke Tolbert
Buffalo Bills,2008,Tight ends,Charlie Coiner
Buffalo Bills,2008,Offensive line,Sean Kugler
Buffalo Bills,2008,Assistant offensive line,Ray Brown
Buffalo Bills,2008,Offensive quality control,Nathaniel Hackett
Buffalo Bills,2008,Defensive coordinator,Perry Fewell
Buffalo Bills,2008,Defensive line,Bill Kollar
Buffalo Bills,2008,Linebackers,Matt Sheldon
Buffalo Bills,2008,Defensive backs,George Catavolos
Buffalo Bills,2008,Defensive/special teams assistant,Cannon Matthews
Buffalo Bills,2008,Defensive quality control,Adrian White
Buffalo Bills,2008,Special teams assistant/assistant linebackers,DeMontie Cross
Buffalo Bills,2008,Head strength and conditioning,John Allaire
Buffalo Bills,2006,Owner/CEO/President,Ralph Wilson
Buffalo Bills,2006,General Manager,Marv Levy
Buffalo Bills,2006,Executive Vice President of Business Operations,Russ Brandon
Buffalo Bills,2006,Vice President of Football Administration,Jim Overdorf
Buffalo Bills,2006,Assistant General Manager,Tom Modrak
Buffalo Bills,2006,VP/Assistant Director of College and Pro Scouting,Linda Bogdan
Buffalo Bills,2006,Director of Pro Personnel,John Guy
Buffalo Bills,2006,Coordinator of College Scouting,Doug Majeski
Buffalo Bills,2006,Head Coach,Dick Jauron
Buffalo Bills,2006,Assistant Head Coach/Special Teams,Bobby April
Buffalo Bills,2006,Offensive Coordinator,Steve Fairchild
Buffalo Bills,2006,Quarterbacks,Turk Schonert
Buffalo Bills,2006,Running Backs,Eric Studesville
Buffalo Bills,2006,Wide Receivers,Tyke Tolbert
Buffalo Bills,2006,Tight Ends,Charlie Coiner
Buffalo Bills,2006,Offensive Line,Jim McNally
Buffalo Bills,2006,Offensive Line,Larry Zierlein
Buffalo Bills,2006,Offensive Quality Control,Alex Van Pelt
Buffalo Bills,2006,Defensive Coordinator,Perry Fewell
Buffalo Bills,2006,Defensive Line,Bill Kollar
Buffalo Bills,2006,Linebackers,Matt Sheldon
Buffalo Bills,2006,Defensive Backs,George Catavolos
Buffalo Bills,2006,Defensive Assistant,DeMontie Cross
Buffalo Bills,2006,Defensive Assistant/Coaching Operations,Chuck Lester
Buffalo Bills,2006,Special Teams Assistant,DeMontie Cross
Buffalo Bills,2006,Strength and Conditioning,John Allaire
Buffalo Bills,2006,Assistant Strength and Conditioning,Sean Hayes
Buffalo Bills,2011,President,Ralph Wilson
Buffalo Bills,2011,CEO,Russ Brandon
Buffalo Bills,2011,Executive vice president/general manager,Buddy Nix
Buffalo Bills,2011,Senior vice president of football administration,Jim Overdorf
Buffalo Bills,2011,Director of Football Administration,Don Purdy
Buffalo Bills,2011,Assistant general manager/director of player personnel,Doug Whaley
Buffalo Bills,2011,Player Personnel Analyst,Kevin Meganck
Buffalo Bills,2011,Director of pro personnel,Tom Gibbons
Buffalo Bills,2011,Pro Personnel Coordinator,Rob Hanrahan
Buffalo Bills,2011,Director of college scouting,Chuck Cook
Buffalo Bills,2011,Head coach,Chan Gailey
Buffalo Bills,2011,Assistant head coach/inside linebackers,Dave Wannstedt
Buffalo Bills,2011,Offensive coordinator/running backs,Curtis Modkins
Buffalo Bills,2011,Quarterbacks,George Cortez
Buffalo Bills,2011,Wide receivers,Stan Hixon
Buffalo Bills,2011,Tight ends,Bob Bicknell
Buffalo Bills,2011,Offensive line,Joe D'Alessandris
Buffalo Bills,2011,Assistant offensive line,Bobby Johnson
Buffalo Bills,2011,Offensive quality control,Kevin Patullo
Buffalo Bills,2011,Defensive coordinator,George Edwards
Buffalo Bills,2011,Defensive line,Giff Smith
Buffalo Bills,2011,Outside linebackers,Bob Sanders
Buffalo Bills,2011,Defensive backs,George Catavolos
Buffalo Bills,2011,Defensive quality control,Adrian White
Buffalo Bills,2011,Special teams coordinator,Bruce DeHaven
Buffalo Bills,2011,Assistant special teams,Stan Kwan
Buffalo Bills,2011,Head strength and conditioning,Eric Ciano
Buffalo Bills,2011,Head strength and conditioning,John Gamble
Buffalo Bills,2010,Owner/founder/president,Ralph Wilson
Buffalo Bills,2010,CEO,Russ Brandon
Buffalo Bills,2010,Executive vice president/general manager,Buddy Nix
Buffalo Bills,2010,Senior vice president of football administration,Jim Overdorf
Buffalo Bills,2010,Vice president of college scouting,Tom Modrak
Buffalo Bills,2010,Assistant general manager/director of pro personnel,Doug Whaley
Buffalo Bills,2010,Player Personnel Analyst,Kevin Meganck
Buffalo Bills,2010,Pro Personnel Coordinator,Rob Hanrahan
Buffalo Bills,2010,Head coach,Chan Gailey
Buffalo Bills,2010,Offensive coordinator/running backs,Curtis Modkins
Buffalo Bills,2010,Quarterbacks,George Cortez
Buffalo Bills,2010,Wide receivers,Stan Hixon
Buffalo Bills,2010,Tight ends,Bob Bicknell
Buffalo Bills,2010,Offensive line,Joe D'Alessandris
Buffalo Bills,2010,Assistant offensive line,Bobby Johnson
Buffalo Bills,2010,Offensive quality control,Kevin Patullo
Buffalo Bills,2010,Defensive coordinator,George Edwards
Buffalo Bills,2010,Defensive line,Giff Smith
Buffalo Bills,2010,Inside linebackers,DeMontie Cross
Buffalo Bills,2010,Outside linebackers,Bob Sanders
Buffalo Bills,2010,Defensive backs,George Catavolos
Buffalo Bills,2010,Defensive quality control,Adrian White
Buffalo Bills,2010,Special teams coordinator,Bruce DeHaven
Buffalo Bills,2010,Assistant special teams,Stan Kwan
Buffalo Bills,2010,Head strength and conditioning,Eric Ciano
Buffalo Bills,2010,Head strength and conditioning,John Gamble
Buffalo Bills,2013,Owner,Ralph Wilson
Buffalo Bills,2013,President/CEO,Russ Brandon
Buffalo Bills,2013,General manager,Buddy Nix / Doug Whaley
Buffalo Bills,2013,Senior Vice–president of Football Administration,Jim Overdorf
Buffalo Bills,2013,Special assistant,Buddy Nix
Buffalo Bills,2013,Director of pro personnel,Jim Monos
Buffalo Bills,2013,Director of pro personnel,Tom Gibbons
Buffalo Bills,2013,Pro Personnel Coordinator,Rob Hanrahan
Buffalo Bills,2013,Director of college scouting,Chuck Cook
Buffalo Bills,2013,Asst. Director of College Scouting,Kelvin Fisher
Buffalo Bills,2013,Director of Football Administration,Don Purdy
Buffalo Bills,2013,Contract Administrator/Football Analyst,Kevin Meganck
Buffalo Bills,2013,Director of Analytics,Michael Lyons
Buffalo Bills,2013,Head coach,Doug Marrone
Buffalo Bills,2013,Assistant to the head coach,Stephen Brown
Buffalo Bills,2013,Offensive coordinator,Nathaniel Hackett
Buffalo Bills,2013,Running backs,Tyrone Wheatley
Buffalo Bills,2013,Wide receivers,Ike Hilliard
Buffalo Bills,2013,Tight ends,Greg Adkins
Buffalo Bills,2013,Offensive line,Pat Morris
Buffalo Bills,2013,Offensive quality control,Kurt Anderson
Buffalo Bills,2013,Offensive quality control,Jason Vrable
Buffalo Bills,2013,Defensive coordinator,Mike Pettine
Buffalo Bills,2013,Defensive line,Anthony Weaver
Buffalo Bills,2013,Linebackers,Chuck Driesbach
Buffalo Bills,2013,Linebackers,Jim O'Neil
Buffalo Bills,2013,Defensive backs,Donnie Henderson
Buffalo Bills,2013,Assistant defensive backs,Samson Brown
Buffalo Bills,2013,Defensive quality control,Brian Fleury
Buffalo Bills,2013,Defensive quality control,Jason Rebrovich
Buffalo Bills,2013,Special teams coordinator,Danny Crossman
Buffalo Bills,2013,Special teams assistant,John Anselmo
Buffalo Bills,2013,Head strength and conditioning,Eric Ciano
Buffalo Bills,2013,Assistant strength and conditioning,Hal Luther
Buffalo Bills,2013,Strength and conditioning assistant,Dan Liburd
Buffalo Bills,2014,Owner/CEO,Terrence Pegula
Buffalo Bills,2014,Owner,Kim Pegula
Buffalo Bills,2014,President,Russ Brandon
Buffalo Bills,2014,General Manager,Doug Whaley
Buffalo Bills,2014,Senior Vice President of Football Administration,Jim Overdorf
Buffalo Bills,2014,Director of Football Administration,Don Purdy
Buffalo Bills,2014,Special Assistant,Buddy Nix
Buffalo Bills,2014,Director of Player Personnel,Jim Monos
Buffalo Bills,2014,Director of Pro Personnel,Tom Gibbons
Buffalo Bills,2014,Assistant Director of Pro Personnel,Rob Hanrahan
Buffalo Bills,2014,Director of College Scouting,Kelvin Fisher
Buffalo Bills,2014,Contract Administrator/Football Analyst,Kevin Meganck
Buffalo Bills,2014,Director of Analytics,Michael Lyons
Buffalo Bills,2014,Head coach,Doug Marrone
Buffalo Bills,2014,Assistant to the head coach,Stephen Brown
Buffalo Bills,2014,Offensive coordinator,Nathaniel Hackett
Buffalo Bills,2014,Quarterbacks,Todd Downing
Buffalo Bills,2014,Running backs,Tyrone Wheatley
Buffalo Bills,2014,Wide receivers,Rob Moore
Buffalo Bills,2014,Tight ends,Greg Adkins
Buffalo Bills,2014,Offensive line,Pat Morris
Buffalo Bills,2014,Senior offensive assistant,Jim Hostler
Buffalo Bills,2014,Offensive quality control,Kurt Anderson
Buffalo Bills,2014,Offensive quality control,Jason Vrable
Buffalo Bills,2014,Defensive coordinator,Jim Schwartz
Buffalo Bills,2014,Defensive line,Pepper Johnson
Buffalo Bills,2014,Assistant defensive line,Jason Rebrovich
Buffalo Bills,2014,Linebackers,Fred Pagac
Buffalo Bills,2014,Defensive backs,Donnie Henderson
Buffalo Bills,2014,Assistant defensive backs,Samson Brown
Buffalo Bills,2014,Defensive quality control,Thad Bogardus
Buffalo Bills,2014,Special teams coordinator,Danny Crossman
Buffalo Bills,2014,Special teams assistant,John Anselmo
Buffalo Bills,2014,Head strength and conditioning,Eric Ciano
Buffalo Bills,2014,Assistant strength and conditioning,Hal Luther
Buffalo Bills,2014,Strength and conditioning assistant,Dan Liburd
Buffalo Bills,2012,President,Ralph Wilson
Buffalo Bills,2012,CEO,Russ Brandon
Buffalo Bills,2012,Executive vice president/general manager,Buddy Nix
Buffalo Bills,2012,Senior vice president of football administration,Jim Overdorf
Buffalo Bills,2012,Director of Football Administration,Don Purdy
Buffalo Bills,2012,Assistant general manager/director of player personnel,Doug Whaley
Buffalo Bills,2012,Player Personnel Analyst,Kevin Meganck
Buffalo Bills,2012,Director of pro personnel,Tom Gibbons
Buffalo Bills,2012,Pro Personnel Coordinator,Rob Hanrahan
Buffalo Bills,2012,Director of college scouting,Chuck Cook
Buffalo Bills,2012,Head coach,Chan Gailey
Buffalo Bills,2012,Assistant head coach/defensive coordinator,Dave Wannstedt
Buffalo Bills,2012,Offensive coordinator/running backs,Curtis Modkins
Buffalo Bills,2012,Quarterbacks,David Lee
Buffalo Bills,2012,Wide receivers,Bob Bicknell
Buffalo Bills,2012,Tight ends,Pete Metzelaars
Buffalo Bills,2012,Offensive line,Joe D'Alessandris
Buffalo Bills,2012,Assistant running backs,Charles Huff
Buffalo Bills,2012,Assistant offensive line,Andrew Dees
Buffalo Bills,2012,Offensive quality control/assistant wide receivers,Kevin Patullo
Buffalo Bills,2012,Defensive line,Giff Smith
Buffalo Bills,2012,Assistant defensive line,William Inge
Buffalo Bills,2012,Linebackers,Bob Sanders
Buffalo Bills,2012,Defensive backs,George Catavolos
Buffalo Bills,2012,Assistant defensive backs,Adrian White
Buffalo Bills,2012,Defensive quality control,Eric Thatcher
Buffalo Bills,2012,Special teams coordinator,Bruce DeHaven
Buffalo Bills,2012,Assistant special teams,Stan Kwan
Buffalo Bills,2012,Head strength and conditioning,Eric Ciano
Buffalo Bills,2012,Head strength and conditioning,John Gamble
Buffalo Bills,2015,Owner/CEO,Terry Pegula
Buffalo Bills,2015,Owner,Kim Pegula
Buffalo Bills,2015,President,Russ Brandon
Buffalo Bills,2015,General manager,Doug Whaley
Buffalo Bills,2015,Senior vice president of football administration,Jim Overdorf
Buffalo Bills,2015,Director of player personnel,Jim Monos
Buffalo Bills,2015,Director of college scouting,Kelvin Fisher
Buffalo Bills,2015,Director of football administration,Don Purdy
Buffalo Bills,2015,Director of football operations,Kevin Meganck
Buffalo Bills,2015,Director of pro personnel,Rob Hanrahan
Buffalo Bills,2015,Director of analytics,Michael Lyons
Buffalo Bills,2015,Special Assistant,Buddy Nix
Buffalo Bills,2015,Head coach,Rex Ryan
Buffalo Bills,2015,Assistant head coach/running backs,Anthony Lynn
Buffalo Bills,2015,Administrative assistant to the head coach,Kathryn Smith
Buffalo Bills,2015,Offensive coordinator,Greg Roman
Buffalo Bills,2015,Quarterbacks,David Lee
Buffalo Bills,2015,Wide receivers,Sanjay Lal
Buffalo Bills,2015,Tight ends,Tony Sparano Jr
Buffalo Bills,2015,Offensive line,Aaron Kromer
Buffalo Bills,2015,Assistant offensive line,Kurt Anderson
Buffalo Bills,2015,Senior offensive assistant,Chris Palmer
Buffalo Bills,2015,Offensive quality control,Jason Vrable
Buffalo Bills,2015,Defensive coordinator,Dennis Thurman
Buffalo Bills,2015,Defensive line,Karl Dunbar
Buffalo Bills,2015,Assistant defensive line,Jeff Weeks
Buffalo Bills,2015,Outside linebackers,Jason Rebrovich
Buffalo Bills,2015,Linebackers,Bobby April III
Buffalo Bills,2015,Defensive backs,Donnie Henderson
Buffalo Bills,2015,Defensive backs,Tim McDonald
Buffalo Bills,2015,Defensive assistant,D'Anton Lynn
Buffalo Bills,2015,Special teams coordinator,Danny Crossman
Buffalo Bills,2015,Assistant special teams,Eric Smith
Buffalo Bills,2015,Special teams quality control,Michael Hamlin
Buffalo Bills,2015,Coaching assistant,Deuce Schwartz
Buffalo Bills,2015,Head strength and conditioning,Eric Ciano
Buffalo Bills,2015,Assistant strength and conditioning,Hal Luther
Buffalo Bills,2015,Assistant strength and conditioning,Dan Liburd
Buffalo Bills,2015,Assistant strength and conditioning,Jason Oszvart
Buffalo Bills,2015,Assistant strength and conditioning,Mark Loecher
Buffalo Bills,2016,Owner/CEO,Terry Pegula
Buffalo Bills,2016,Owner,Kim Pegula
Buffalo Bills,2016,President,Russ Brandon
Buffalo Bills,2016,General manager,Doug Whaley
Buffalo Bills,2016,Senior vice president of football administration,Jim Overdorf
Buffalo Bills,2016,Director of football administration,Don Purdy
Buffalo Bills,2016,Director of football operations,Kevin Meganck
Buffalo Bills,2016,Director of analytics,Michael Lyons
Buffalo Bills,2016,Director of player personnel,Jim Monos
Buffalo Bills,2016,Player personnel advisor,Kelvin Fisher
Buffalo Bills,2016,Director of pro personnel,Rob Hanrahan
Buffalo Bills,2016,Special assistant,Ron Hughes
Buffalo Bills,2016,Special assistant,Buddy Nix
Buffalo Bills,2016,Interim head coach/running backs,Anthony Lynn
Buffalo Bills,2016,Assistant head coach/offense,Chris Palmer
Buffalo Bills,2016,Quarterbacks,David Lee
Buffalo Bills,2016,Assistant quarterbacks,Jason Vrable
Buffalo Bills,2016,Wide receivers,Sanjay Lal
Buffalo Bills,2016,Tight ends,Tony Sparano Jr.
Buffalo Bills,2016,Offensive line,Aaron Kromer
Buffalo Bills,2016,Offensive assistant,Pat Meyer
Buffalo Bills,2016,Defensive coordinator,Dennis Thurman
Buffalo Bills,2016,Defensive line,John Blake
Buffalo Bills,2016,Assistant defensive line,Jason Rebrovich
Buffalo Bills,2016,Linebackers,Bobby April III
Buffalo Bills,2016,Outside linebackers,Jeff Weeks
Buffalo Bills,2016,Defensive backs,Tim McDonald
Buffalo Bills,2016,Assistant defensive backs,Ed Reed
Buffalo Bills,2016,Defensive assistant,D'Anton Lynn
Buffalo Bills,2016,Special teams,Danny Crossman
Buffalo Bills,2016,Assistant special teams,Eric Smith
Buffalo Bills,2016,Special teams quality control,Kathryn Smith
Buffalo Bills,2016,Head strength and conditioning,Eric Ciano
Buffalo Bills,2016,Assistant head strength and conditioning,Hal Luther
Buffalo Bills,2016,Strength and conditioning assistant,Jason Oszvart
Buffalo Bills,2016,Strength and conditioning assistant,Dan Liburd
Buffalo Bills,2016,Strength and conditioning assistant,Mark Loecher
Buffalo Bills,2017,Owner/CEO,Terry Pegula
Buffalo Bills,2017,Owner,Kim Pegula
Buffalo Bills,2017,President,Russ Brandon
Buffalo Bills,2017,General manager,Brandon Beane
Buffalo Bills,2017,Assistant general manager,Joe Schoen
Buffalo Bills,2017,Vice president of player personnel,Brian Gaine
Buffalo Bills,2017,College scouting director,Terrance Gray
Buffalo Bills,2017,Senior VP of football administration,Jim Overdorf
Buffalo Bills,2017,Assistant director of college scouting,Lake Dawson
Buffalo Bills,2017,Director of pro personnel,Malik Boyd
Buffalo Bills,2017,Director of football administration,Kevin Meganck
Buffalo Bills,2017,Director of football operations,Brendan Rowe
Buffalo Bills,2017,Head coach,Sean McDermott
Buffalo Bills,2017,Offensive coordinator,Rick Dennison
Buffalo Bills,2017,Quarterbacks,David Culley
Buffalo Bills,2017,Running backs,Kelly Skipper
Buffalo Bills,2017,Wide receivers,Phil McGeoghan
Buffalo Bills,2017,Tight ends,Rob Boras
Buffalo Bills,2017,Offensive line/run game coordinator,Juan Castillo
Buffalo Bills,2017,Assistant offensive line,Andrew Dees
Buffalo Bills,2017,Offensive assistant,Chad Hall
Buffalo Bills,2017,Offensive quality control/assistant quarterbacks,Marc Lubick
Buffalo Bills,2017,Defensive coordinator,Leslie Frazier
Buffalo Bills,2017,Defensive line,Mike Waufle
Buffalo Bills,2017,Assistant defensive line,Bill Teerlinck
Buffalo Bills,2017,Linebackers,Bob Babich
Buffalo Bills,2017,Defensive backs,Gill Byrd
Buffalo Bills,2017,Assistant defensive backs,Bobby Babich
Buffalo Bills,2017,Defensive assistant,Jim Salgado
Buffalo Bills,2017,Defensive quality control,John Egorugwu
Buffalo Bills,2017,Special teams,Danny Crossman
Buffalo Bills,2017,Assistant special teams,Matthew Smiley
Buffalo Bills,2017,Head strength and conditioning,Eric Ciano
Buffalo Bills,2017,Assistant head strength and conditioning,Hal Luther
Buffalo Bills,2017,Strength and conditioning assistant,Jason Oszvart
Buffalo Bills,2017,Strength and conditioning assistant,Mark Loecher
Buffalo Bills,2018,Owner/CEO,Terry Pegula
Buffalo Bills,2018,Owner/president,Kim Pegula
Buffalo Bills,2018,General manager,Brandon Beane
Buffalo Bills,2018,Assistant general manager,Joe Schoen
Buffalo Bills,2018,Director of player personnel,Dan Morgan
Buffalo Bills,2018,College scouting director,Terrance Gray
Buffalo Bills,2018,Senior VP of football administration,Jim Overdorf
Buffalo Bills,2018,Assistant director of college scouting,Lake Dawson
Buffalo Bills,2018,Director of pro personnel,Malik Boyd
Buffalo Bills,2018,Director of football administration,Kevin Meganck
Buffalo Bills,2018,Director of football operations,Brendan Rowe
Buffalo Bills,2018,Head coach,Sean McDermott
Buffalo Bills,2018,Assistant to the head coach,Matt Worswick
Buffalo Bills,2018,Offensive coordinator,Brian Daboll
Buffalo Bills,2018,Quarterbacks,David Culley
Buffalo Bills,2018,Running backs,Kelly Skipper
Buffalo Bills,2018,Wide receivers,Terry Robiskie
Buffalo Bills,2018,Tight ends,Rob Boras
Buffalo Bills,2018,Offensive line/run game coordinator,Juan Castillo
Buffalo Bills,2018,Assistant offensive line,Andrew Dees
Buffalo Bills,2018,Offensive assistant,Chad Hall
Buffalo Bills,2018,Offensive assistant,Shea Tierney
Buffalo Bills,2018,Offensive assistant,William Vlachos
Buffalo Bills,2018,Offensive quality control/defense special projects,Marc Lubick
Buffalo Bills,2018,Defensive coordinator,Leslie Frazier
Buffalo Bills,2018,Defensive line,Bill Teerlinck
Buffalo Bills,2018,Assistant defensive line,Aaron Whitecotton
Buffalo Bills,2018,Linebackers,Bob Babich
Buffalo Bills,2018,Defensive backs,John Butler
Buffalo Bills,2018,Safeties,Bobby Babich
Buffalo Bills,2018,Defensive assistant,Jim Salgado
Buffalo Bills,2018,Defensive quality control/assistant linebackers,John Egorugwu
Buffalo Bills,2018,Special teams coordinator,Danny Crossman
Buffalo Bills,2018,Assistant special teams,Matthew Smiley
Buffalo Bills,2018,Head strength and conditioning,Eric Ciano
Buffalo Bills,2018,Assistant strength and conditioning,Hal Luther
Buffalo Bills,2018,Assistant strength and conditioning,Will Greenberg
Buffalo Bills,2018,Strength and conditioning assistant,Jason Oszvart
Buffalo Bills,2018,Strength and conditioning assistant,Mark Loecher
Buffalo Bills,2019,Owner/CEO,Terry Pegula
Buffalo Bills,2019,Owner/president,Kim Pegula
Buffalo Bills,2019,General manager,Brandon Beane
Buffalo Bills,2019,Assistant general manager,Joe Schoen
Buffalo Bills,2019,Director of player personnel,Dan Morgan
Buffalo Bills,2019,Director of college scouting,Terrance Gray
Buffalo Bills,2019,Senior VP of football administration,Jim Overdorf
Buffalo Bills,2019,Assistant director of college scouting,Lake Dawson
Buffalo Bills,2019,Director of pro personnel,Malik Boyd
Buffalo Bills,2019,Director of football administration,Kevin Meganck
Buffalo Bills,2019,Director of football operations,Brendan Rowe
Buffalo Bills,2019,Head coach,Sean McDermott
Buffalo Bills,2019,Assistant to the head coach,Matt Worswick
Buffalo Bills,2019,Offensive coordinator,Brian Daboll
Buffalo Bills,2019,Quarterbacks,Ken Dorsey
Buffalo Bills,2019,Running backs,Kelly Skipper
Buffalo Bills,2019,Wide receivers,Chad Hall
Buffalo Bills,2019,Tight ends,Rob Boras
Buffalo Bills,2019,Offensive line,Bobby Johnson
Buffalo Bills,2019,Assistant offensive line,Terry Heffernan
Buffalo Bills,2019,Offensive assistant,Shea Tierney
