position_key,coach_id,candidate_name,current_role,current_side,target_position,target_side,degree,years_together,coach_value,connection_score
Specialist Coach_Defense,2071,Chenzo Funari,Specialist Coach,Defense,Specialist Coach,Defense,1,1,NA,0.3
Specialist Coach_Defense,9,Dom Capers,Specialist Coach,Defense,Specialist Coach,Defense,2,0,NA,0.15
Specialist Coach_Offense,1868,Chris O'Hara,Specialist Coach,Offense,Specialist Coach,Offense,1,3,NA,0.6
Specialist Coach_Offense,2069,Ben Ellefson,Specialist Coach,Offense,Specialist Coach,Offense,1,3,NA,0.6
Specialist Coach_Offense,2074,Derron Montgomery,Specialist Coach,Offense,Specialist Coach,Offense,1,3,NA,0.6
Specialist Coach_Offense,1743,Jerry Schuplinski,Specialist Coach,Offense,Specialist Coach,Offense,1,2,NA,0.44999999999999996
Specialist Coach_Offense,532,Mike Sullivan,Specialist Coach,Offense,Specialist Coach,Offense,1,1,NA,0.3
Specialist Coordinator_Defense,1484,Daronte Jones,Specialist Coordinator,Defense,Specialist Coordinator,Defense,1,3,1,2
Specialist Coordinator_Defense,1815,Brendan Daly,Position Coach - Defense,Defense,Specialist Coordinator,Defense,1,5,0.7598123920019748,1.8995309800049371
Specialist Coordinator_Defense,1191,Rob Leonard,Specialist Coordinator,Defense,Specialist Coordinator,Defense,1,3,0.5636743215031315,1.127348643006263
Specialist Coordinator_Defense,1264,Karl Dunbar,Position Coach - Defense,Defense,Specialist Coordinator,Defense,1,1,0.7027894347074797,0.7027894347074797
Specialist Coordinator_Defense,1954,Gerald Alexander,Position Coach - Defense,Defense,Specialist Coordinator,Defense,1,3,0.33028881757590717,0.6605776351518143
Specialist Coordinator_Offense,703,Eric Studesville,Position Coach - Offense,Offense,Specialist Coordinator,Offense,1,3,0.5645519624784004,1.129103924956801
Specialist Coordinator_Offense,1640,Chris Kuper,Position Coach - Offense,Offense,Specialist Coordinator,Offense,1,3,0.5102443841026907,1.0204887682053814
Specialist Coordinator_Offense,2269,Eddie Faulkner,Position Coach - Offense,Offense,Specialist Coordinator,Offense,1,1,0.9767958528758331,0.9767958528758331
Specialist Coordinator_Offense,2077,Josh McCown,Position Coach - Offense,Offense,Specialist Coordinator,Offense,1,2,0.6432979511231794,0.9649469266847692
Specialist Coordinator_Offense,1007,Curtis Modkins,Specialist Coordinator,Offense,Specialist Coordinator,Offense,1,3,0.4801670146137787,0.9603340292275574
Specialist Coordinator_Special Teams,675,Danny Crossman,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,1,3,NA,0.6
Specialist Coordinator_Special Teams,2080,Matt Daniels,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,1,3,NA,0.6
Specialist Coordinator_Special Teams,706,Danny Smith,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,1,1,NA,0.3
Specialist Coordinator_Special Teams,507,Jeff Rodgers,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,2,0,NA,0.15
Specialist Coordinator_Special Teams,670,Darrin Simmons,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,2,0,NA,0.15
