position_key,coach_id,candidate_name,current_role,current_side,target_position,target_side,degree,years_together,coach_value,connection_score
Specialist Coordinator_Defense,1757,Bobby King,Position Coach - Defense,Defense,Specialist Coordinator,Defense,1,1,0.8847198222661071,0.8847198222661071
Specialist Coordinator_Defense,1763,Anthony Midget,Position Coach - Defense,Defense,Specialist Coordinator,Defense,1,4,0.33028881757590717,0.8257220439397679
Specialist Coordinator_Defense,965,Joe Barry,Specialist Coordinator,Defense,Specialist Coordinator,Defense,1,2,0.546972860125261,0.8204592901878915
Specialist Coordinator_Defense,1264,Karl Dunbar,Position Coach - Defense,Defense,Specialist Coordinator,Defense,1,1,0.7027894347074797,0.7027894347074797
Specialist Coordinator_Offense,1177,Travis Switzer,Specialist Coordinator,Offense,Specialist Coordinator,Offense,1,2,0.8496868475991649,1.2745302713987474
Specialist Coordinator_Offense,1034,Jon Embree,Position Coach - Offense,Offense,Specialist Coordinator,Offense,1,2,0.8173290545544311,1.2259935818316465
Specialist Coordinator_Offense,1057,Ike Hilliard,Position Coach - Offense,Offense,Specialist Coordinator,Offense,1,1,0.9461861268822513,0.9461861268822513
Specialist Coordinator_Offense,1255,Jason Vrable,Specialist Coordinator,Offense,Specialist Coordinator,Offense,1,1,0.860125260960334,0.860125260960334
Specialist Coordinator_Offense,703,Eric Studesville,Position Coach - Offense,Offense,Specialist Coordinator,Offense,1,2,0.5645519624784004,0.8468279437176007
Specialist Coordinator_Special Teams,507,Jeff Rodgers,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,2,0,NA,0
Specialist Coordinator_Special Teams,675,Danny Crossman,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,1,2,NA,0
Specialist Coordinator_Special Teams,706,Danny Smith,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,2,0,NA,0
Specialist Coordinator_Special Teams,1030,Marquice Williams,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,2,0,NA,0
Specialist Coordinator_Special Teams,1118,Ben Kotwica,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,2,0,NA,0
