position_key,coach_id,candidate_name,current_role,current_side,target_position,target_side,degree,years_together,coach_value,connection_score
Specialist Coach_Offense,760,Rob Grosso,Specialist Coach,Offense,Specialist Coach,Offense,1,2,NA,0.44999999999999996
Specialist Coach_Offense,1713,Jeremiah Kolone,Specialist Coach,Offense,Specialist Coach,Offense,1,1,NA,0.3
Specialist Coach_Offense,532,Mike Sullivan,Specialist Coach,Offense,Specialist Coach,Offense,2,0,NA,0.15
Specialist Coach_Offense,571,Pete Carmichael,Specialist Coach,Offense,Specialist Coach,Offense,2,0,NA,0.15
Specialist Coach_Offense,715,Joe Philbin,Specialist Coach,Offense,Specialist Coach,Offense,2,0,NA,0.15
Specialist Coach_Special Teams,1723,Kyle Wilber,Specialist Coach,Special Teams,Specialist Coach,Special Teams,1,1,NA,0.3
Specialist Coach_Special Teams,2292,Ronald Blair III,Specialist Coach,Special Teams,Specialist Coach,Special Teams,2,0,NA,0.15
Specialist Coordinator_Defense,978,Jason Tarver,Position Coach - Defense,Defense,Specialist Coordinator,Defense,1,1,0.9242162429029869,0.9242162429029869
Specialist Coordinator_Defense,1315,Tem Lukabu,Position Coach - Defense,Defense,Specialist Coordinator,Defense,1,1,0.8760799802517897,0.8760799802517897
Specialist Coordinator_Defense,1717,Sean Duggan,Position Coach - Defense,Defense,Specialist Coordinator,Defense,1,2,0.4919772895581338,0.7379659343372007
Specialist Coordinator_Defense,1220,Jason Rebrovich,Position Coach - Defense,Defense,Specialist Coordinator,Defense,1,1,0.6966181189829672,0.6966181189829672
Specialist Coordinator_Defense,1710,DeMarcus Covington,Specialist Coordinator,Defense,Specialist Coordinator,Defense,1,1,0.5887265135699373,0.5887265135699373
Specialist Coordinator_Offense,1716,Ryan Mahaffey,Position Coach - Offense,Offense,Specialist Coordinator,Offense,1,2,0.8565786225623303,1.2848679338434954
Specialist Coordinator_Offense,1718,Sean Mannion,Position Coach - Offense,Offense,Specialist Coordinator,Offense,1,2,0.8091829177980745,1.2137743766971116
Specialist Coordinator_Offense,1704,Ben Sirmans,Position Coach - Offense,Offense,Specialist Coordinator,Offense,1,2,0.6588496667489508,0.9882745001234263
Specialist Coordinator_Offense,1715,Derrick Ansley,Specialist Coordinator,Offense,Specialist Coordinator,Offense,1,1,0.9791231732776617,0.9791231732776617
Specialist Coordinator_Offense,1255,Jason Vrable,Specialist Coordinator,Offense,Specialist Coordinator,Offense,1,1,0.860125260960334,0.860125260960334
Specialist Coordinator_Special Teams,1382,Richard Hightower,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,1,3,NA,0.6
Specialist Coordinator_Special Teams,1229,Chris Tabor,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,1,2,NA,0.44999999999999996
Specialist Coordinator_Special Teams,1602,Rich Bisaccia,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,1,2,NA,0.44999999999999996
Specialist Coordinator_Special Teams,1688,Derius Swinton II,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,1,1,NA,0.3
Specialist Coordinator_Special Teams,507,Jeff Rodgers,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,2,0,NA,0.15
