position_key,coach_id,candidate_name,current_role,current_side,target_position,target_side,degree,years_together,coach_value,connection_score
Position Coach - Special Teams_Special Teams,2292,Ronald Blair III,Specialist Coach,Special Teams,Position Coach - Special Teams,Special Teams,2,0,NA,0
Specialist Coach_Defense,1,Alec Osborne,Specialist Coach,Defense,Specialist Coach,Defense,2,0,NA,0
Specialist Coach_Defense,9,Dom Capers,Specialist Coach,Defense,Specialist Coach,Defense,2,0,NA,0
Specialist Coach_Defense,66,John Pagano,Specialist Coach,Defense,Specialist Coach,Defense,2,0,NA,0
Specialist Coach_Defense,112,Bill Johnson,Specialist Coach,Defense,Specialist Coach,Defense,2,0,NA,0
Specialist Coach_Defense,130,Joe Vitt,Specialist Coach,Defense,Specialist Coach,Defense,1,2,NA,0
Specialist Coach_Offense,60,Tom Moore,Specialist Coach,Offense,Specialist Coach,Offense,2,0,NA,0
Specialist Coach_Offense,330,Marc Trestman,Specialist Coach,Offense,Specialist Coach,Offense,2,0,NA,0
Specialist Coach_Offense,503,Blaine Gautier,Specialist Coach,Offense,Specialist Coach,Offense,2,0,NA,0
Specialist Coach_Offense,532,Mike Sullivan,Specialist Coach,Offense,Specialist Coach,Offense,2,0,NA,0
Specialist Coach_Offense,571,Pete Carmichael,Specialist Coach,Offense,Specialist Coach,Offense,2,0,NA,0
Specialist Coach_Special Teams,1706,Cory Harkey,Specialist Coach,Special Teams,Specialist Coach,Special Teams,2,0,NA,0
Specialist Coach_Special Teams,1723,Kyle Wilber,Specialist Coach,Special Teams,Specialist Coach,Special Teams,2,0,NA,0
Specialist Coach_Special Teams,2292,Ronald Blair III,Specialist Coach,Special Teams,Specialist Coach,Special Teams,2,0,NA,0
Specialist Coordinator_Defense,819,Frank Bush,Position Coach - Defense,Defense,Specialist Coordinator,Defense,1,6,0.5773882991853864,1.4434707479634659
Specialist Coordinator_Defense,2253,Tracy Rocker,Position Coach - Defense,Defense,Specialist Coordinator,Defense,1,3,0.4640829424833374,0.9281658849666748
Specialist Coordinator_Defense,1521,Ben Bloom,Position Coach - Defense,Defense,Specialist Coordinator,Defense,1,2,0.5773882991853864,0.8660824487780796
Specialist Coordinator_Defense,1428,Jeremiah Washburn,Position Coach - Defense,Defense,Specialist Coordinator,Defense,1,1,0.7042705504813627,0.7042705504813627
Specialist Coordinator_Defense,1181,Chris Hewitt,Specialist Coordinator,Defense,Specialist Coordinator,Defense,1,1,0.5052192066805845,0.5052192066805845
Specialist Coordinator_Offense,1704,Ben Sirmans,Position Coach - Offense,Offense,Specialist Coordinator,Offense,1,4,0.6588496667489508,1.647124166872377
Specialist Coordinator_Offense,1255,Jason Vrable,Specialist Coordinator,Offense,Specialist Coordinator,Offense,1,2,0.860125260960334,1.290187891440501
Specialist Coordinator_Offense,2346,Luke Stocker,Position Coach - Offense,Offense,Specialist Coordinator,Offense,1,2,0.7417921500863984,1.1126882251295975
Specialist Coordinator_Offense,1473,Frank Pollack,Specialist Coordinator,Offense,Specialist Coordinator,Offense,1,2,0.7369519832985386,1.105427974947808
Specialist Coordinator_Offense,1790,Alex Tanney,Specialist Coordinator,Offense,Specialist Coordinator,Offense,1,1,0.9561586638830898,0.9561586638830898
Specialist Coordinator_Special Teams,507,Jeff Rodgers,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,2,0,NA,0
Specialist Coordinator_Special Teams,670,Darrin Simmons,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,2,0,NA,0
Specialist Coordinator_Special Teams,675,Danny Crossman,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,2,0,NA,0
Specialist Coordinator_Special Teams,1030,Marquice Williams,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,2,0,NA,0
Specialist Coordinator_Special Teams,1118,Ben Kotwica,Specialist Coordinator,Special Teams,Specialist Coordinator,Special Teams,2,0,NA,0
